title,views,pageid,category
YouTube,9213775,,Kategoria:Szablony cytowania – problemy – cytuj – strona główna
YouTube,9213775,,Kategoria:YouTube
Ukraina,9086499,,"Kategoria:Artykuły, które powinna mieć każda Wikipedia (powyżej 30k)"
Ukraina,9086499,,Kategoria:Artykuły wymagające aktualizacji
Ukraina,9086499,,Kategoria:Artykuły wymagające formatowania
Ukraina,9086499,,Kategoria:Artykuły wymagające uzupełnienia źródeł od 2022-03
Ukraina,9086499,,Kategoria:Artykuły wymagające uzupełnienia źródeł od 2024-11
Ukraina,9086499,,Kategoria:Artykuły wymagające uzupełnienia źródeł od 2025-06
Ukraina,9086499,,Kategoria:Artykuły z brakującymi przypisami od 2020-08
Ukraina,9086499,,Kategoria:Artykuły z brakującymi przypisami od 2025-06
Ukraina,9086499,,Kategoria:Artykuły z propozycjami tłumaczeń
Ukraina,9086499,,Kategoria:Członkowie Organizacji Narodów Zjednoczonych
Ukraina,9086499,,Kategoria:Oficjalni kandydaci do Unii Europejskiej
Ukraina,9086499,,Kategoria:Państwa w Europie Wschodniej
Ukraina,9086499,,Kategoria:Ruś
Ukraina,9086499,,Kategoria:Ukraina
Ukraina,9086499,,Kategoria:Zalążki sekcji artykułów
